15,1.0,1894528.0,2941267.463526068
16,1894529.0,9001792.5,884613348.076746
10,9001793.5,24337929.5,984117373.4137756
12,24337930.5,40419114.0,3765868613.9089994
9,40419115.0,59296114.0,3513295315.499915
12,59296115.0,98372102.0,3765868613.9089994
9,98372103.0,117273921.0,3513295315.499915
1,117273922.0,136449065.0,3452784640.556049
12,136449066.0,234009405.0,3765868613.9089994
1,234009406.0,291287155.75,3452784640.556049
12,291287156.75,369426869.5,3765868613.9089994
6,369426870.5,389117486.25,3847622631.9609103
12,389117487.25,408684351.5,3765868613.9089994
6,408684352.5,428282328.0,3847622631.9609103
12,428282329.0,485784575.5,3765868613.9089994
13,485784576.5,495389335.25,2126306285.7421544
0,495389336.25,500866304.0,1104521.3820628605
