1,1,27893959,2284169291.246433
2,27893960,35297316,2842731620.113147
3,35297317,44838388,3728855431.2423644
4,44838389,62824967,5403675828.290533
5,62824968,82082016,4392246136.6364765
6,82082017,90024004,5011632598.834727
7,90024005,123906356,5915543493.612882
8,123906357,175041897,6511765242.134222
9,175041898,198238128,5295816190.418827
10,198238129,210158345,4511250120.885915
11,210158346,286599460,4201105756.3970795
12,286599461,387694337,3767906564.1293545
13,387694338,395623424,2970354052.752424
14,395623425,402242923,2321985000.5203366
15,402242924,447912718,1840521219.7190378
16,447912719,487230509,1289496058.6376529
17,487230510,498191760,1549185228.9593856
18,498191761,509165037,2062368513.8285525
19,509165038,519275592,2798997957.253326
20,519275593,528696349,3336410699.690665
21,528696350,537198673,3872237553.8095527
22,537198674,547224303,4427924313.179935
23,547224304,1266356507,5011530671.148166
24,1266356508,1271362649,4122277128.2174478
25,1271362650,1274699121,3464598109.2431793
26,1274699122,1278141136,2830213374.8201165
27,1278141137,1281369307,2259412131.009854
28,1281369308,1317303753,1851639226.4662097
29,1317303754,1324490745,2163623218.5706773
30,1324490746,1333910977,2655924797.7
31,1333910978,1345308008,3266509530.0204973
32,1345308009,1360850484,4344968655.150982
33,1360850485,1371651013,5245075320.195343
34,1371651014,1605606976,5123812835.05826
35,1605606977,2008216535,5096038481.321346
36,2008216536,2011147908,5136164161.7999735
37,2011147909,2017201818,3865599303.890422
38,2017201819,2020906334,3059912117.2945113
39,2020906335,2025061004,2184684904.2036943
40,2025061005,2057501534,1787744953.0625627
41,2057501535,2057530198,1239280513.3372993
