4, 1, 2464293, 492858.400
17, 2464294, 12469562, 2001053.600
7, 12469563, 31780742, 3862235.800
19, 31780743, 45168468, 2677545.000
7, 45168469, 83887363, 3871889.400
2, 83887364, 102691557, 3760838.600
11, 102691558, 140918791, 3822723.300
7, 140918792, 199856102, 3929154.000
11, 199856103, 219513785, 3931536.400
7, 219513786, 296017486, 3825185.000
11, 296017487, 374610484, 3929649.850
7, 374610485, 433687662, 3938478.467
11, 433687663, 472935333, 3924767.000
7, 472935334, 490586625, 3530258.200
6, 490586626, 497301659, 1343006.600
1, 497301660, 499597291, 1490.669
5, 499597292, 500489573, 178456.200
1, 500489574, 500555757, 1890.943
