2,1.0,1400524.96,359796050.72560173
1,1400525.96,26782049.98,2747059867.30665
0,26782050.98,2123709601.1718307,3015258960.3124976
5,2123709602.1718307,2143638648.2318306,2287960760.696806
0,2143638649.2318306,2195650753.8386683,3015258960.3124976
5,2195650754.8386683,2220362323.4386683,2287960760.696806
0,2220362324.4386683,2357882179.791915,3015258960.3124976
3,2357882180.791915,2388032231.291915,3245341248.8817167
0,2388032232.291915,2976018840.7085814,3015258960.3124976
5,2976018841.7085814,2989635025.7085814,2287960760.696806
