1,1,2898472,27774463.2429058
2,2898473,7970436,448657151.0897672
3,7970437,18900022,1493461328.4758189
4,18900023,23998449,1931023801.6713865
5,23998450,28071939,2339743888.0381465
6,28071940,48097853,2739623672.8989053
7,48097854,62467633,3156224001.973867
8,62467634,107382991,3509822053.4774737
9,107382992,139885488,3380506811.585793
10,139885489,276251442,3099023934.021265
11,276251443,412785479,3149824921.766225
12,412785480,421829263,3610244036.8726816
13,421829264,451277944,3897105306.494874
14,451277945,520234774,3688847716.266318
15,520234775,562381755,3936940555.761425
16,562381756,672445792,3795267433.854635
17,672445793,715562522,4005073527.474904
18,715562523,736582057,3673035124.983444
19,736582058,776255227,3865885137.572413
20,776255228,854219780,3592378567.922904
21,854219781,922237122,3849779127.1843166
22,922237123,945446165,3992154771.736307
23,945446166,1100377187,3648628364.4832826
24,1100377188,1141463689,3988494307.586482
25,1141463690,1165797570,3814505737.982858
26,1165797571,1205573207,3928631808.2298007
27,1205573208,1336863650,3685270709.437028
28,1336863651,1381586176,3855840420.166945
29,1381586177,1544516798,3673781539.809337
30,1544516799,1603050489,3609612705.1342487
31,1603050490,1683811025,3866204785.57832
32,1683811026,1737322442,3771061340.529495
33,1737322443,1789640484,3408233467.933229
34,1789640485,1804735457,3691506049.616733
35,1804735458,1920365367,3957662498.7235694
36,1920365368,1929532715,3874919128.002628
37,1929532716,1966754542,3517352305.3923817
38,1966754543,2152525260,3713490652.174876
39,2152525261,2153107871,3378378444.934983
40,2153107872,2154186114,2878808185.252703
41,2154186115,2154879217,2111333203.174291
