2,1.0,693709.13,184556154.79135928
6,693710.13,12735899.38,1904455364.8896646
2,12735900.38,15465828.110000001,184556154.79135928
3,15465829.110000001,28492117.160000004,1303702591.4762304
4,28492118.160000004,43697419.88,1925740734.2236693
5,43697420.88,476258565.89,3926096625.0524096
1,476258566.89,656680375.2299999,4447384202.25661
5,656680376.2299999,737447153.3399999,3926096625.0524096
1,737447154.3399999,2661552617.7599993,4447384202.25661
0,2661552618.7599993,2694183618.8899994,3888504968.7021422
4,2694183619.8899994,2718784162.6899996,1925740734.2236693
2,2718784163.6899996,2722008579.975454,184556154.79135928
