1,1,567522,27771884.55714126
2,567523,6227336,511247351.8394483
3,6227337,21297858,1591845387.294261
4,21297859,24707860,2079894737.89172
5,24707861,28668385,2436121482.3923497
6,28668386,52753191,2879159262.9650044
7,52753192,63916089,3268812949.725282
8,63916090,111535303,3241878129.9916563
9,111535304,142330568,3041842802.795933
10,142330569,290532202,2740716032.7571697
11,290532203,302638798,3425712411.687844
12,302638799,422048694,3222202169.198082
13,422048695,453228286,3844134142.4044514
14,453228287,518056193,3717733652.186392
15,518056194,675266475,3785640192.832484
16,675266476,713738683,4018123600.2952967
17,713738684,734533897,3698948191.983845
18,734533898,775865088,3836871877.072511
19,775865089,852984267,3544781463.48766
20,852984268,921964759,3860590540.361863
21,921964760,943520267,3987494003.303452
22,943520268,1106144506,3555992566.588685
23,1106144507,1142236787,3980083635.9439206
24,1142236788,1166493959,3821826531.7881856
25,1166493960,1206817195,3896443997.6487393
26,1206817196,1341726043,3531477601.7630053
27,1341726044,1374596728,3890905858.7334895
28,1374596729,1552571008,3605726811.497989
29,1552571009,1601792735,3587139084.567839
30,1601792736,1684772329,3816056034.280799
31,1684772330,1736841790,3808288198.644498
32,1736841791,1788655296,3383530718.813836
33,1788655297,1810688485,3671782910.968352
34,1810688486,1920144168,3991488797.002061
35,1920144169,1929257182,3871785296.8141623
36,1929257183,1966728312,3556528386.9324765
37,1966728313,2152524426,3723009284.1787286
38,2152524427,2152989523,3412959051.0941386
39,2152989524,2153491094,2992467254.829062
40,2153491095,2154320987,2584347527.659029
41,2154320988,2154700798,1909653851.90849
