1,1,26506622,2022628815.0415175
2,26506623,32886941,2669898129.3011436
3,32886942,42267860,3403264217.234456
4,42267861,56126953,3213324122.899564
5,56126954,61358585,5681205868.789922
6,61358586,84649052,4477671683.681844
7,84649053,92528464,5206314664.316879
8,92528465,136427879,5679625631.436433
9,136427880,173067104,5927490551.122104
10,173067105,188611401,5762963060.265934
11,188611402,207608801,4690237266.109727
12,207608802,278888082,4257984722.407444
13,278888083,387583304,3641654397.215049
14,387583305,394922880,2591979459.992114
15,394922881,399305328,1749111547.8243167
16,399305329,447905429,1509414137.9857152
17,447905430,463035398,1265103146.8174963
18,463035399,490858832,1536195362.2904108
19,490858833,507805815,1749302482.658461
20,507805816,527045641,2791287150.849626
21,527045642,541801706,4195608207.2280674
22,541801707,549023764,4777036534.1138525
23,549023765,819808278,5327475155.833449
24,819808279,1264641130,5109271189.530788
25,1264641131,1267466889,4781447519.478942
26,1267466890,1272632940,3892260558.534092
27,1272632941,1277711081,2982818238.812342
28,1277711082,1281684299,2316299917.3999743
29,1281684300,1319280066,1812643734.9366457
30,1319280067,1332252843,2297109285.0253534
31,1332252844,1345475655,3206381541.4825726
32,1345475656,1355550152,4055057427.439382
33,1355550153,1367731612,4820146017.097802
34,1367731613,1687074300,5903717592.962006
35,1687074301,2009530405,5587663719.289823
36,2009530406,2014285638,4693950643.72457
37,2014285639,2017268846,4135955459.8942623
38,2017268847,2021883762,3248575361.92769
39,2021883763,2025444530,2339426123.82737
40,2025444531,2057524921,1757516997.1095912
41,2057524922,2057553912,1288657331.209583
