2,1.0,918622.81,184556154.79135928
6,918623.81,12515445.43,1904455364.8896646
2,12515446.43,15365308.01,184556154.79135928
3,15365309.01,28264616.18,1303702591.4762304
4,28264617.18,43292256.0,1925740734.2236693
5,43292257.0,475014580.9400001,3926096625.0524096
1,475014581.9400001,655142312.5300001,4447384202.25661
5,655142313.5300001,735737670.9800001,3926096625.0524096
1,735737671.9800001,2660309588.97,4447384202.25661
0,2660309589.97,2693619532.5099998,3888504968.7021422
4,2693619533.5099998,2718252207.2099996,1925740734.2236693
2,2718252208.2099996,2721576958.396666,184556154.79135928
