19,1.0,2247618.5,288829306.27969444
10,2247619.5,9898583.25,984117373.4137756
12,9898584.25,28489562.0,3765868613.9089994
1,28489563.0,44073949.75,3452784640.556049
12,44073950.75,82811687.75,3765868613.9089994
9,82811688.75,120342211.25,3513295315.499915
12,120342212.25,158885937.0,3765868613.9089994
9,158885938.0,178350080.75,3513295315.499915
12,178350081.75,236602210.5,3765868613.9089994
1,236602211.5,255185490.5,3452784640.556049
12,255185491.5,469336735.5,3765868613.9089994
13,469336736.5,486641818.5,2126306285.7421544
11,486641819.5,495583131.5,5864693.025313556
0,495583132.5,500078330.6666667,1104521.3820628605
14,500078331.6666667,501728738.0,170621453.11845773
0,501728739.0,501735176.0,1104521.3820628605
7,501735177.0,501755487.0,1220522.0349387422
0,501755488.0,501796715.0,1104521.3820628605
